	thread	tid	sent	ManualLabel	codes	stakeholder	signal	intent	action	LEN	LEN.1
1175	992019	992019:23	I got both .NET and Java to compile something in what I thought was 256bit, but the results were different.	o	['Others']					109	123
1691	3451935	3451935:77	It would be the exact wrong choice for your requirements.	p	['Others']					59	100
1464	4991084	4991084:56	In short, we had to implement some sort of custom SSO between a couple of related webapps.	o	['Others']					92	108
720	1109307	1109307:64	If you can, you will just have to use a FTP client (FileZilla for example, which have a progress bar).	o	['OnlySentiment']					104	154
2728	26458	26458:164	Since Swing generates some code on its own so it is really helpful to use Netbeans.	o	['Performance']					85	66
2839	483379	483379:16	Any help is appreciated.	p	['Performance']					26	63
3299	9503477	9503477:12	[And this one was fun.	p	['Usability']					24	51
4011	12094564	12094564:38	Log4j 2.0 is not a facade and does not advertise to be one.	o	['Usability']					61	28
4434	309424	309424:142	 I assumed that a stream is already present in the situation.	o	[u'Others']					64	6
1197	992019	992019:45	Cipher IVs and key-derivation salts serve different purposes.	p	['Others']					63	121
70	2129375	2129375:44	I came for a solid HTML Parser, and left with one that I won't have to spend the time to generalize.	p	['Bug']					102	317
1655	3451935	3451935:41	Please fix your question to remove the vague and poorly- defined NoSQL and be more specific about what you want opinions on.	n	['Others']					128	101
2493	7358775	7358775:182	This is what I meant by an IDE-like interface, maybe not the best choice of words.	o	['Others']					86	73
1139	49473	49473:7	Please let me know if you have come across such situations using Bouncy Castle.	o	['Others']					81	125
696	1109307	1109307:40	The server would use a ServerSocket to listen for connections, and the Client would use a Socket to connect to that server on the specified port.	o	['OnlySentiment']					147	156
1993	6457003	6457003:23	 Session/Proxy coordination management.	o	['Others']					41	90
3225	1688099	1688099:28	Maybe in a later version of the app it will be removed for a faster solution.	p	['Usability']					79	53
2503	7358775	7358775:192	Swing + SwingX + URL_http://www.miglayout.com/ [Miglayout] is my combination of choice.	o	['Others']					89	73
1557	268129	268129:39	Yes, everything is deployed to the same server.	o	['Others']					49	105
3325	9503477	9503477:38	 URL_http://stackoverflow.com/questions/8980204/configuring-cxf-with-spring-to-use-moxy-for-xml-marshalling-unmarshalling/8989659#8989659 [Configuring-CXF-with-Spring-to-use-MOXY-for-XML-marshalling/unmarshalling] .	o	['Usability']		support suggestion			217	50
855	326390	326390:3	And it seems to be the most wide-spread, at least in the sites I've visited.	p	['OnlySentiment']					78	143
2288	221442	221442:42	In my opinion this is the worst way to do REST.	n	['Others']					49	79
3965	462566	462566:41	Configure the backend to log all categories to one file, and you're done.	p	['Usability']					75	30
3037	338586	338586:26	It can also be used to convert a JSON string to an equivalent Java object.	o	['Security']					76	58
1665	3451935	3451935:51	Naturally, there is no correct answer here for me to accept.	p	['Others']		alternative choices			64	101
295	410890	410890:84	Early failure is also an option.	o	['Compatibility']					34	211
2140	8938752	8938752:38	After all, you can hack something out in very little time and put the resulting lash-up online.	n	['Others']					97	84
3907	6089399	6089399:7	Logging by default blocks hard (if you need to log for real).	n	['Usability']					63	32
553	5415111	5415111:39	For those who are not able to wrap their head around HttpClient API there is fluent facade API: URL_http://hc.apache.org/httpcomponents-client-dev/fluent-hc/index.html .	o	['Documentation']					171	169
313	410890	410890:102	I don't see how any early checking can be done without breaking the single statement into multiple, essentially following the style rule you disapprove of.	n	['Compatibility']					157	207
2129	8938752	8938752:27	You want to set HTTP response codes, map incoming and outgoing bodies to objects, and other stuff.	o	['Others']		support suggestion			100	85
3765	312552	312552:18	The page describing how to use the URL_http://www.eclipse.org/datatools/projec t_sqldevtools/sqltools_doc/SQL%20Query%20Parser%20User%20documentation.htm [SQL-Query-Parser] has an extremely brief use of URL_http://help.eclipse.org/h elp33/index.jsp?topic=/org.eclipse.datatools.doc.isv/html/reference/api/org/ec lipse/datatools/modelbase/sql/query/util/SQLQuerySourceFormat.html [SQLQuerySourceFormat] which provides these options: preserveSourceFormat the option to preserve the input source formating when SQL source text is generated statementTerminator the character separating multiple SQL statements hostVariablePrefix the character that preceedes a host language variable parameterMarker the character that identifies a host language parameter delimitedIdentifierQuote* the character that encloses delimited identifiers whose writing in case will be preserved omitSchema the current schema (omitted in SQL source, implicit to unqualified table references) qualifyIdentifiers the flag describing how identifiers in the SQL source will be qualified preserveComments the option to preserve comments in the parsed SQL source or/and the generated SQL source generateCommentsForStatementOnly the option to generate comments for the SQL source only in the context of the complete statement, or if set to false, for single SQL Query objects outside the context of a statement as well .	o	['Usability']					1386	37
4105	354837	354837:93	The underlying logging API tends to be different on application servers compared to Eclipse, for example.	o	['Usability']					107	25
3586	309424	309424:81	I don't know that I'd say the default encoding is NEVER fine.	o	['Usability']					63	42
2328	7358775	7358775:17	 URL_http://en.wikipedia.org/wiki/Standard_Widget_Toolkit [SWT] Created by IBM for Eclipse, they seemed to think that Swing was not suited for Eclipse at the time.	o	['Others']					165	78
3487	3409608	3409608:37	As it turns out, CODETERM2 is a much better alternative to wait for an CODETERM3 to finish :) 2.	p	['Usability']					98	45
1757	5802639	5802639:8	I don't know if I must an annotation or any other additional thing to CODETERM3 B) As I have specified, the primery key is composed by 3 concepts, and CODETERM4 is required.	o	['Others']					175	97
2539	7358775	7358775:228	I've been quite happy with Swing for the desktop applications I've been involved in.	o	['Others']					86	72
3175	338586	338586:164	Please see: URL_http://stackoverflow.com/questions/3831680/httpservletrequest-get-post- data/5539252#5539252 [more-details-click-here] .	p	['Usability']					138	54
1084	1522143	1522143:41	I recently needed an encryption algorithm that worked across multiple platforms (Java & C#).	o	['Others']					94	127
2600	26458	26458:36	[enter image description here]( URL_http://i.stack.imgur.com/uBnha.png ) .	o	['Performance', 'Usability']					76	70
319	410890	410890:108	If not, assert it (if you can).	o	['Compatibility']		suggestion			33	206
3359	5536458	5536458:12	serialization wont map the object to the file in the way I want it.	n	['Usability']					69	49
2576	26458	26458:12	Other than that there's also: the URL_http://www.jetbrains.com/idea/ [IntelliJ-IDEA] visual editor ( URL_http://www.jetbrains.com/idea/features/gui_builder.html [flash-demo-of-the-features] ) and Eclipse's URL_http://www.eclipse.org/vep/WebContent/main.php [Visual-Editor] Personally I've used Netbeans' and IDEA's visual editors.	o	['Others']					332	71
298	410890	410890:87	Agreed -- but throw NullPointerException() if the problem is a null reference!.	p	['Compatibility']					81	210
2740	2994304	2994304:2	I am planning on making a Java Swing application and was wondering if Swing is still used or if it has been replaced with something else.	o	['Performance']					139	66
1401	327513	327513:14	simmetrics looks to be GPL v2, however, so not compatible with commercially developed software.	n	['Others']					97	112
2508	7358775	7358775:197	It has nearly all the greatness of Qt (many components, good documentation, easy to use), without the hassle of C++.	p	['Others']		explain suggestion			118	73
3228	1688099	1688099:31	what is Data here?	o	['Usability']					20	52
2961	1229273	1229273:2	Does anyone have experiences with both in the real world?	o	['Security', 'Usability']					59	60
3393	5536458	5536458:46	that format is TXT and I wanted to convert all those files to objects.. something like ORM.	o	['Usability']					93	48
1352	5571519	5571519:19	You can find a complete overview on methods in URL_http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.164.2388&rep=rep1&type=pdf [this-survey] .	n	['Others']					152	114
264	410890	410890:53	A side effect would be changing the inner state of the object, or something like that.	o	['Compatibility', 'Usability']					88	218
3597	309424	309424:92	The block size is parameterized for run-time performance optimization.	o	['Usability']					72	42
3613	309424	309424:108	isn't it better to close stream/streamreader ?	o	['Usability']					48	41
304	410890	410890:93	Is it null?	o	['Compatibility']					13	209
4513	309424	309424:221	This is a bad idea!	n	[u'Usability']					21	3
2096	7873197	7873197:3	To get the HttpServletRequet object, I write the code as below: CODESNIPPET_JAVA2 .	o	['Others']					85	86
2623	26458	26458:59	 Works with existing code and doesn't lock you in (as opposed to Netbeans) Works with MiGLayout It does have some conventions that your view classes have to follow though Installing in Eclipse (Juno): 1.	o	['Performance', 'Usability']					205	70
2802	2994304	2994304:64	For instance, you may want to look at JavaFX if you need a rich UI; or using SWT in your application.	o	['Performance']					103	64
1784	5802639	5802639:35	Hope that helps, if you need further advice just ask Michael .	o	['Others']					64	96
1678	3451935	3451935:64	I've been using it in a project and found it integrates very easily into a project.	p	['Others']					85	101
4410	309424	309424:118	Thank you for indicating that there are times when this is necessary.	p	[u'Others']					71	8
